epoch,accuracy,loss,val_accuracy,val_loss
0,0.3647938072681427,1.339316487312317,0.44668588042259216,1.292932152748108
1,0.6321616172790527,1.015744924545288,0.6484149694442749,0.9390207529067993
2,0.7918627262115479,0.5935507416725159,0.6858789920806885,0.8155231475830078
3,0.8452809453010559,0.42271602153778076,0.6887608170509338,0.8068745732307434
4,0.8809853196144104,0.33647072315216064,0.6743515729904175,0.8821155428886414
5,0.897868812084198,0.2829097807407379,0.6974063515663147,0.8726168870925903
6,0.924993097782135,0.23046164214611053,0.6916426420211792,0.9821796417236328
7,0.9377248883247375,0.19110207259655,0.6743515729904175,1.0664708614349365
8,0.9482424855232239,0.1631350815296173,0.6743515729904175,1.1068171262741089
9,0.9529476761817932,0.14418236911296844,0.6541786789894104,1.213439702987671
10,0.9612510204315186,0.1263117492198944,0.680115282535553,1.2229242324829102
11,0.9654027223587036,0.11279385536909103,0.6685879230499268,1.2914937734603882
12,0.9695543646812439,0.10223734378814697,0.6657060384750366,1.366703748703003
13,0.9681705236434937,0.10266608744859695,0.6772334575653076,1.3467501401901245
14,0.9698311686515808,0.09421966224908829,0.6570605039596558,1.4038084745407104
15,0.9712150692939758,0.09066598117351532,0.6484149694442749,1.5059785842895508
16,0.973429262638092,0.08749227225780487,0.6657060384750366,1.496477723121643
17,0.9781345129013062,0.07531547546386719,0.6685879230499268,1.5036232471466064
18,0.974259614944458,0.07348305732011795,0.6685879230499268,1.55641508102417
19,0.9759202599525452,0.07360785454511642,0.6657060384750366,1.5939390659332275
20,0.9784113168716431,0.0680370107293129,0.6628242135047913,1.6254750490188599
21,0.977027416229248,0.06690236926078796,0.6455331444740295,1.7027003765106201
22,0.9775809645652771,0.06872238963842392,0.6628242135047913,1.7049124240875244
23,0.9784113168716431,0.067143015563488,0.6657060384750366,1.6913501024246216
24,0.9753667116165161,0.06541752815246582,0.6455331444740295,1.734973430633545
